R1	2019	1	1	0	00	0.0
R1	2019	1	1	0	01	47.72
R1	2019	1	1	0	02	48.1
R1	2019	1	1	0	03	48.5
R1	2019	1	1	0	04	48.91
R1	2019	1	1	0	05	49.32
R1	2019	1	1	0	06	49.75
R1	2019	1	1	0	07	50.18
R1	2019	1	1	0	08	50.63
R1	2019	1	1	0	09	51.09
R1	2019	1	1	0	10	51.56
R1	2019	1	1	0	11	52.04
R1	2019	1	1	0	12	52.53
R1	2019	1	1	0	13	53.04
R1	2019	1	1	0	14	53.56
R1	2019	1	1	0	15	54.09
R1	2019	1	1	0	16	54.64
R1	2019	1	1	0	17	55.2
R1	2019	1	1	0	18	55.78
R1	2019	1	1	0	19	56.38
R1	2019	1	1	0	20	56.99
R1	2019	1	1	0	21	57.62
R1	2019	1	1	0	22	58.27
R1	2019	1	1	0	23	58.94
R1	2019	1	1	0	24	59.64
R1	2019	1	1	0	25	60.35
R1	2019	1	1	0	26	61.09
R1	2019	1	1	0	27	61.85
R1	2019	1	1	0	28	62.64
R1	2019	1	1	0	29	63.46
R1	2019	1	1	0	30	64.3
R1	2019	1	1	0	31	65.18
R1	2019	1	1	0	32	66.09
R1	2019	1	1	0	33	67.04
R1	2019	1	1	0	34	68.02
R1	2019	1	1	0	35	69.04
R1	2019	1	1	0	36	70.1
R1	2019	1	1	0	37	71.21
R1	2019	1	1	0	38	72.36
R1	2019	1	1	0	39	73.57
R1	2019	1	1	0	40	74.83
R1	2019	1	1	0	41	76.15
R1	2019	1	1	0	42	77.53
R1	2019	1	1	0	43	78.98
R1	2019	1	1	0	44	80.5
R1	2019	1	1	0	45	82.11
R1	2019	1	1	0	46	83.8
R1	2019	1	1	0	47	85.58
R1	2019	1	1	0	48	87.47
R1	2019	1	1	0	49	89.47
R1	2019	1	1	0	50	91.59
R1	2019	1	1	0	51	93.84
R1	2019	1	1	0	52	96.25
R1	2019	1	1	0	53	98.82
R1	2019	1	1	0	54	101.57
R1	2019	1	1	0	55	104.53
R1	2019	1	1	0	56	107.72
R1	2019	1	1	0	57	111.16
R1	2019	1	1	0	58	114.9
R1	2019	1	1	0	59	118.97
R1	2019	1	1	1	00	123.42
R1	2019	1	1	1	01	128.31
R1	2019	1	1	1	02	133.71
R1	2019	1	1	1	03	139.7
R1	2019	1	1	1	04	146.39
R1	2019	1	1	1	05	153.92
R1	2019	1	1	1	06	162.46
R1	2019	1	1	1	07	172.22
R1	2019	1	1	1	08	183.49
R1	2019	1	1	1	09	196.66
R1	2019	1	1	1	10	212.25
R1	2019	1	1	1	11	230.99
R1	2019	1	1	1	12	253.96
R1	2019	1	1	1	13	282.74
R1	2019	1	1	1	14	319.8
R1	2019	1	1	1	15	369.24
R1	2019	1	1	1	16	382.1
R1	2019	1	1	1	17	337.17
R1	2019	1	1	1	18	301.98
R1	2019	1	1	1	19	273.91
R1	2019	1	1	1	20	251.02
R1	2019	1	1	1	21	232.0
R1	2019	1	1	1	22	215.96
R1	2019	1	1	1	23	202.25
R1	2019	1	1	1	24	190.39
R1	2019	1	1	1	25	180.04
R1	2019	1	1	1	26	170.92
R1	2019	1	1	1	27	162.82
R1	2019	1	1	1	28	155.59
R1	2019	1	1	1	29	149.08
R1	2019	1	1	1	30	143.19
R1	2019	1	1	1	31	137.84
R1	2019	1	1	1	32	132.95
R1	2019	1	1	1	33	128.47
R1	2019	1	1	1	34	124.34
R1	2019	1	1	1	35	120.53
R1	2019	1	1	1	36	117.0
R1	2019	1	1	1	37	113.71
R1	2019	1	1	1	38	110.65
R1	2019	1	1	1	39	107.79
R1	2019	1	1	1	40	105.1
R1	2019	1	1	1	41	102.59
R1	2019	1	1	1	42	100.22
R1	2019	1	1	1	43	97.98
R1	2019	1	1	1	44	95.87
R1	2019	1	1	1	45	93.87
R1	2019	1	1	1	46	91.98
R1	2019	1	1	1	47	90.18
