R1	2019	1	1	0	00	0.0
R1	2019	1	1	0	01	30.0
R1	2019	1	1	0	02	30.93
R1	2019	1	1	0	03	31.91
R1	2019	1	1	0	04	32.96
R1	2019	1	1	0	05	34.08
R1	2019	1	1	0	06	35.27
R1	2019	1	1	0	07	36.56
R1	2019	1	1	0	08	37.94
R1	2019	1	1	0	09	39.43
R1	2019	1	1	0	10	41.03
R1	2019	1	1	0	11	42.78
R1	2019	1	1	0	12	44.67
R1	2019	1	1	0	13	46.74
R1	2019	1	1	0	14	49.0
R1	2019	1	1	0	15	51.49
R1	2019	1	1	0	16	54.23
R1	2019	1	1	0	17	57.26
R1	2019	1	1	0	18	60.64
R1	2019	1	1	0	19	64.42
R1	2019	1	1	0	20	68.68
R1	2019	1	1	0	21	73.5
R1	2019	1	1	0	22	78.99
R1	2019	1	1	0	23	85.31
R1	2019	1	1	0	24	92.64
R1	2019	1	1	0	25	101.22
R1	2019	1	1	0	26	111.38
R1	2019	1	1	0	27	123.57
R1	2019	1	1	0	28	138.4
R1	2019	1	1	0	29	156.77
R1	2019	1	1	0	30	179.97
R1	2019	1	1	0	31	210.02
R1	2019	1	1	0	32	250.09
R1	2019	1	1	0	33	305.57
R1	2019	1	1	0	34	385.89
R1	2019	1	1	0	35	363.73
R1	2019	1	1	0	36	272.93
R1	2019	1	1	0	37	215.25
R1	2019	1	1	0	38	175.96
R1	2019	1	1	0	39	147.79
R1	2019	1	1	0	40	126.79
R1	2019	1	1	0	41	110.62
R1	2019	1	1	0	42	97.85
R1	2019	1	1	0	43	87.55
R1	2019	1	1	0	44	79.1
R1	2019	1	1	0	45	72.05
R1	2019	1	1	0	46	66.1
R1	2019	1	1	0	47	61.02
R1	2019	1	1	0	48	56.63
R1	2019	1	1	0	49	52.81
R1	2019	1	1	0	50	49.46
R1	2019	1	1	0	51	46.5
R1	2019	1	1	0	52	43.87
R1	2019	1	1	0	53	41.51
R1	2019	1	1	0	54	39.39
R1	2019	1	1	0	55	37.48
R1	2019	1	1	0	56	35.74
R1	2019	1	1	0	57	34.15
R1	2019	1	1	0	58	32.7
R1	2019	1	1	0	59	31.37
R1	2019	1	1	1	00	30.14
R1	2019	1	1	1	01	0.0
R1	2019	1	1	1	02	0.0
R1	2019	1	1	1	03	0.0
R1	2019	1	1	1	04	0.0
R1	2019	1	1	1	05	0.0
R1	2019	1	1	1	06	0.0
R1	2019	1	1	1	07	0.0
R1	2019	1	1	1	08	0.0
R1	2019	1	1	1	09	0.0
R1	2019	1	1	1	10	0.0
R1	2019	1	1	1	11	0.0
R1	2019	1	1	1	12	0.0
R1	2019	1	1	1	13	0.0
R1	2019	1	1	1	14	0.0
R1	2019	1	1	1	15	0.0
R1	2019	1	1	1	16	0.0
R1	2019	1	1	1	17	0.0
R1	2019	1	1	1	18	0.0
R1	2019	1	1	1	19	0.0
R1	2019	1	1	1	20	0.0
R1	2019	1	1	1	21	0.0
R1	2019	1	1	1	22	0.0
R1	2019	1	1	1	23	0.0
R1	2019	1	1	1	24	0.0
R1	2019	1	1	1	25	0.0
R1	2019	1	1	1	26	0.0
R1	2019	1	1	1	27	0.0
R1	2019	1	1	1	28	0.0
R1	2019	1	1	1	29	0.0
R1	2019	1	1	1	30	0.0
R1	2019	1	1	1	31	0.0
R1	2019	1	1	1	32	0.0
R1	2019	1	1	1	33	0.0
R1	2019	1	1	1	34	0.0
R1	2019	1	1	1	35	0.0
R1	2019	1	1	1	36	0.0
R1	2019	1	1	1	37	0.0
R1	2019	1	1	1	38	0.0
R1	2019	1	1	1	39	0.0
R1	2019	1	1	1	40	0.0
R1	2019	1	1	1	41	0.0
R1	2019	1	1	1	42	0.0
R1	2019	1	1	1	43	0.0
R1	2019	1	1	1	44	0.0
R1	2019	1	1	1	45	0.0
R1	2019	1	1	1	46	0.0
R1	2019	1	1	1	47	0.0
R1	2019	1	1	1	48	0.0
R1	2019	1	1	1	49	0.0
R1	2019	1	1	1	50	0.0
R1	2019	1	1	1	51	0.0
R1	2019	1	1	1	52	0.0
R1	2019	1	1	1	53	0.0
R1	2019	1	1	1	54	0.0
R1	2019	1	1	1	55	0.0
R1	2019	1	1	1	56	0.0
R1	2019	1	1	1	57	0.0
R1	2019	1	1	1	58	0.0
R1	2019	1	1	1	59	0.0
R1	2019	1	1	2	00	0.0
