R1	2019	1	1	0	00	0.0
R1	2019	1	1	0	01	9.46
R1	2019	1	1	0	02	9.95
R1	2019	1	1	0	03	10.47
R1	2019	1	1	0	04	11.03
R1	2019	1	1	0	05	11.64
R1	2019	1	1	0	06	12.31
R1	2019	1	1	0	07	13.03
R1	2019	1	1	0	08	13.82
R1	2019	1	1	0	09	14.69
R1	2019	1	1	0	10	15.64
R1	2019	1	1	0	11	16.69
R1	2019	1	1	0	12	17.84
R1	2019	1	1	0	13	19.12
R1	2019	1	1	0	14	20.55
R1	2019	1	1	0	15	22.14
R1	2019	1	1	0	16	23.93
R1	2019	1	1	0	17	25.95
R1	2019	1	1	0	18	28.23
R1	2019	1	1	0	19	30.84
R1	2019	1	1	0	20	33.82
R1	2019	1	1	0	21	37.26
R1	2019	1	1	0	22	41.26
R1	2019	1	1	0	23	45.94
R1	2019	1	1	0	24	51.48
R1	2019	1	1	0	25	58.08
R1	2019	1	1	0	26	58.57
R1	2019	1	1	0	27	50.73
R1	2019	1	1	0	28	44.34
R1	2019	1	1	0	29	39.09
R1	2019	1	1	0	30	34.73
R1	2019	1	1	0	31	31.06
R1	2019	1	1	0	32	27.95
R1	2019	1	1	0	33	25.28
R1	2019	1	1	0	34	22.98
R1	2019	1	1	0	35	20.99
R1	2019	1	1	0	36	19.24
R1	2019	1	1	0	37	17.71
R1	2019	1	1	0	38	16.35
R1	2019	1	1	0	39	15.14
R1	2019	1	1	0	40	14.07
R1	2019	1	1	0	41	13.1
R1	2019	1	1	0	42	12.24
R1	2019	1	1	0	43	11.45
R1	2019	1	1	0	44	10.74
R1	2019	1	1	0	45	10.1
R1	2019	1	1	0	46	9.51
R1	2019	1	1	0	47	0.0
R1	2019	1	1	0	48	0.0
R1	2019	1	1	0	49	0.0
R1	2019	1	1	0	50	0.0
R1	2019	1	1	0	51	0.0
R1	2019	1	1	0	52	0.0
R1	2019	1	1	0	53	0.0
R1	2019	1	1	0	54	0.0
R1	2019	1	1	0	55	0.0
R1	2019	1	1	0	56	0.0
R1	2019	1	1	0	57	0.0
R1	2019	1	1	0	58	0.0
R1	2019	1	1	0	59	0.0
R1	2019	1	1	1	00	0.0
R1	2019	1	1	1	01	0.0
R1	2019	1	1	1	02	0.0
R1	2019	1	1	1	03	0.0
R1	2019	1	1	1	04	0.0
R1	2019	1	1	1	05	0.0
R1	2019	1	1	1	06	0.0
R1	2019	1	1	1	07	0.0
R1	2019	1	1	1	08	0.0
R1	2019	1	1	1	09	0.0
R1	2019	1	1	1	10	0.0
R1	2019	1	1	1	11	0.0
R1	2019	1	1	1	12	0.0
R1	2019	1	1	1	13	0.0
R1	2019	1	1	1	14	0.0
R1	2019	1	1	1	15	0.0
R1	2019	1	1	1	16	0.0
R1	2019	1	1	1	17	0.0
R1	2019	1	1	1	18	0.0
R1	2019	1	1	1	19	0.0
R1	2019	1	1	1	20	0.0
R1	2019	1	1	1	21	0.0
R1	2019	1	1	1	22	0.0
R1	2019	1	1	1	23	0.0
R1	2019	1	1	1	24	0.0
R1	2019	1	1	1	25	0.0
R1	2019	1	1	1	26	0.0
R1	2019	1	1	1	27	0.0
R1	2019	1	1	1	28	0.0
R1	2019	1	1	1	29	0.0
R1	2019	1	1	1	30	0.0
R1	2019	1	1	1	31	0.0
R1	2019	1	1	1	32	0.0
R1	2019	1	1	1	33	0.0
R1	2019	1	1	1	34	0.0
R1	2019	1	1	1	35	0.0
R1	2019	1	1	1	36	0.0
R1	2019	1	1	1	37	0.0
R1	2019	1	1	1	38	0.0
R1	2019	1	1	1	39	0.0
R1	2019	1	1	1	40	0.0
R1	2019	1	1	1	41	0.0
R1	2019	1	1	1	42	0.0
R1	2019	1	1	1	43	0.0
R1	2019	1	1	1	44	0.0
R1	2019	1	1	1	45	0.0
R1	2019	1	1	1	46	0.0
